ip_version,ip_ihl,ip_len,ip_ttl,ip_proto,src_port,dst_port,tcp_flags,payload_len,payload_mean,payload_std,payload_bytes,has_shellcode_pattern,has_suspicious_strings,entropy,printable_ratio
4,7,890,41,17,59981,15239,5,148,135.3108108108108,74.00893402528375,98ea97a9d1a6c43143375ac21e897698ad442f3a6ce50836b7f9560a3d7132cba74a0e9d7e3812a89d9e429af63edb008a2ee0a585b655e84b99a9fa2d7752fe6e81b8fc1c05c5efe975c847440e87f9b71b686c5bb98fc9ddf85b1fea5c5e3f68dcc8ead6aabd9c148b16d9aa8daa8398de8127f727153ab362ae4507e49e7cfbe5cb39731a9cdf473665ff59eee81ed5bcfebe,0,0,6.815773213558069,0.3310810810810811
6,12,284,108,1,20345,909,32,92,113.31521739130434,68.09519062182223,213b8a07b7234ed6516d9890472e5967318aa1db5487fa20776bc86a532c1d97957c0241361dbeb7014e5e8db4c886f605207d724acc3a8d1e2879f96557c53de7a1924994895dbdcde647df383f06c9291a969ff711466d61d22c40,0,0,6.284431521274405,0.4782608695652174
6,14,384,105,1,12930,65234,49,64,121.484375,79.78545297144947,0d9e025d8110590201cf238a440d08b696b5a9beedc9899d0dcff6ab91903ad7183a0f872123717a707ff68bf6f905f0d17a66ca32420c5111f7eaa65d7491ef,0,0,5.632659765557392,0.28125
6,14,95,12,1,44498,21603,26,59,145.1864406779661,74.08983886420894,9466165dc0d7a0314840cec5074388a8de70a5620d99fadcf2c5c113beddd0e79deae58208dafe1516f7cc6ba6a0a9b1b42593c2e9364187c52b92,0,0,5.734255125596358,0.22033898305084745
4,12,252,103,1,22864,26788,59,165,136.1090909090909,65.31685180316474,b24c13878c2e794b64921595af24069fd80d4e2065dc6de07c8a2e90b4aaf59f951262cfb29395cc68e67cc16892db873931acdf8b42ee9e8dbcc1486851a481f23a8ee672604ab06bf1a16840e1870b5fe07140732b967698a5cf9fbf2ac7c1876da1bdc43c9a42cd0231c9d188af1b688d84d7e6fbd214b6b980d5b0d3ef7f14dd32d5a6872eecb263a6b163293f74b3f2ed25b5b386156648a9cd7b357662d306a955cb,0,0,6.737542784173972,0.3393939393939394
6,11,936,85,6,61147,39839,47,160,129.44375,79.64356117061504,b4faa2cf07f2b9cec5bd7c3eadd9f4025a14c4f109a0127e6f21260cfa74f9f0c0fd4cdb530d61f21d6a51e3c98536164311cef7e70f4a45f814ba3163c3bce204f5a1409024ab451bdaa5322fd13d42f901907b53e3e9f6bed4ffa74c21bdbec29a003ecf30268b718fef4eeff4a7688d9ee8821d7b019ca0b1be1775e70f87146954ce2b67cf7cc27c1acd3c2d20a1935374f55ba5052309de3f5f2b9836b8,0,0,6.793619813556234,0.34375
4,14,105,23,1,52896,28499,6,236,130.01694915254237,70.1011355418131,fa287c861222529e356771f17db1808b8c32969cbd1ecf99600b4646e0dac368afc6090f5c84553d15da1c8b5ecb812ccb8caa0ab0376cbd70bf35c9a4a402b65abb9195c0ae394b32f409d864c166a25228f77d3200d31228e64cb8803c5d83308487f278ffe18d59d3621d55851eaa88512babfe4b2455250098cef3cbf1759b1b870e4094c08a34c439619962781968c5b03310e14f47915cb62d7358c58fd9a6f268e25a8d31a1c3c0d87170a1449cb06025f2261006cfdefdd3f6e6fb5842beca3d4ebe6e829bd64bc8eef9506acc363639e332c452a65fe9dfb7c192ae106caeac4d89849b3dfb83ec,0,0,7.145023557689742,0.3728813559322034
4,15,1406,89,17,43076,53137,27,26,148.53846153846155,77.64823578620482,f3af2dbc8633f73861d0c374e8d8f4573a5b16da2d28b6dfe0e1,0,0,4.623516641218015,0.38461538461538464
4,15,54,79,6,48734,19842,42,55,130.34545454545454,74.81935048242246,61c473dbfcf635db8578b4dfcedec1503501636d642e657865d09cda8912991a19bd0446ef7f101180bd87cf19bcafd12ba67414d6df2c,0,1,5.526814258979204,0.3090909090909091
4,5,480,59,17,40754,6882,19,118,121.7457627118644,79.51624782700745,6316051e778a3ff7e5cfd5bdc964800d0ef02e1dabc534660372f8036ae788eb10186f7ea456b767d05c6b03bbf2470d086ff26f1192abc9e6c1a9b01632a8505c4de0da760129d609022de119fa46041075599b658f5dcbc6615cf9f02bef84e66268cfe13a33f487d90b4446d8694638f0c016386c,0,0,6.488326735692513,0.3728813559322034
4,8,1312,34,6,13735,3417,39,236,132.64406779661016,74.52164120027044,576d80967a248668200ea2eb5be225fe1b007a3fbf4951d9850328f209d8c396355015f92fe1b8c38649e1fd78c9387db697b5b5bb6b012167f9afefb0c030135182c81d928ee904e3173c862df8b1f7343990e9e9812913f2b302d7fb79dba895b2c8da07b6a77960bdac199a492ffe42374efd9e3b6abd114c424360dd953f9add54557a0144230a52cd46f90a7ff2a40f758605ce2fb576ef0ae04abcc67bcef1a58f82839c5e78d084a723b6dede8ef4fb6c89057462049c6e608952b348dbdcbd017bdbc29830196cbfa6bb25d9f4440ea799cd63ef79854a50c98dbec757af6db727f952fd7088e6c4,0,0,7.107926576748371,0.3432203389830508
6,13,1304,96,6,6943,18094,34,121,130.84297520661158,71.45107651358234,88c0177644dc50705eaa1002c099f7a88dee11badf53520beb63a68662375e0cfff54d257cb6936b6f46ca731bada7abafc4f1e2b732cbf0b0996e2450db75b2dfab198b627ffc67abc7f5557c9d2b18d6909090af05f06e6c201151d4908615459b8d2b5721e212f407d26980e576e99bdc4aaf4b0c446589,1,0,6.443575840544622,0.34710743801652894
6,14,105,66,6,48348,53388,50,53,137.96226415094338,68.87751290191063,4403a3b819827b33437c8aa627dfb6cbc928aa12ed7e1281a3480ff794ce94a0fdc6a8c77eb003ca88a37de7feab7b6ee9716d4c9c,0,0,5.449526350748794,0.3018867924528302
6,8,61,101,1,24987,27633,1,82,131.9268292682927,76.08608418771222,b626e6d5759df538530714e3c3db638a73de0fdf244f37416cb85dd9e917dd0dd56e8333e7ef7f947e2038f3809060078b48bf4456cbe6ebe15669d93f80ab192de5a0bcf2cf3dc15173b7a801e410758002,0,0,6.104443620445359,0.35365853658536583
4,13,453,34,17,63253,37252,30,174,114.49425287356321,76.71133734537135,39057d6a7a2f44745036a50b74d103081ad525c33feddff071380f624fee5a12e34ba4d72eeb572405ddcc7ce550799e30d49046f5f96b73244549843ab8e1d74c49081cb6103d84e423ec824e3cc18db45c8f123a5338bb0411516d589b60e4ee509925148c36d5ef184e77d2550f9f3fc206c81c98f5dddc18b145ed14af744083a5401ae3fb9e822fc520c2d4362772fd687eb41d37094d3e5eead70c537e60210e5d4f9c1b310900f914b7e1,0,0,6.869527188315294,0.43103448275862066
4,11,446,45,1,6226,46777,33,158,135.86708860759492,76.41940442411504,bc5e8398cf62d57b53898a35d16d3d1a8cec846baae83401586713215f0db3914f32cce4f270d5cfd422c8321a934d00a9d8df58efe2ab18a046faecfbe6f9bced8ef123299fd75490cbfc6f7cc32d295ef42c26f4fe7fa91ba85209628e577164edf713ec01d715b3b14447bddeb31139f003dbf2f5d9afee30c9c3b07ccdb955319c2b3722bfbf5b8fd6a1b624daf05b4d777778b9193d8302463883c4,0,0,6.859067694338558,0.35443037974683544
4,14,167,89,1,53896,27583,32,38,112.47368421052632,55.89451382649532,7878be4dd71d118e4dc9c97d2e5a60c1367912ed2320866f9364906eb49755636d642e657865,0,1,4.859641000228759,0.6052631578947368
6,7,1415,13,6,33976,16610,5,5,90.0,43.11380289420083,80369b3f32,0,0,2.321928094887362,0.6
6,12,306,64,1,10026,15146,31,107,110.21495327102804,73.0446065274831,edbf652e10497fd9ff46120d3cd8ed2b5269c922fc2a00231929440b570a68a32a41dc9572534b3443208740a71b5131245c14d310865750b02368511e190d677f8bd9a3d375d38cc93f490484a664cc8635d3b8a594f3b19f8d3ddb5a417b1820fae611e0318f59f08f42,0,0,6.311560444345071,0.4392523364485981
6,7,1435,80,6,22504,58577,14,199,125.75879396984925,77.67062339938447,37aced0890ef458b30d9a76e34049430dea99e7196127337953522f105e364cafd5bf223f624dba5364ddc653cfa63655b63da5c76a90f158ee3e6d6b5da4bb7631fd7a8e4715fe8d12ebd576f8f269d7314d9dabebe136580c4e1c9493140fe27d76603da0de9b411f600f86300f40cfc2cf564fd4acaee3a42896b128a3a1d3800568f36874b1f13b25e6b2bf259badecb1b0cc53cdb55446e236ea34d1239d2fdfaadea72f2184ec2619bfe27593449c52673871e109491a65b2b2fb4e889c89aa80f3ba261,0,0,6.95301105261748,0.39195979899497485
6,9,52,19,1,50806,63076,13,156,116.58974358974359,71.66686390505403,c6ff5582ae54a89693234c1634e3bb357d2b7c4ae66b6e0017ec693c03e43b0277c1cd1fabf4798876170ba14abc5c5e46fa675f949e346e45ed813f38fe8eadb93dad95cae5ff1ffbe010478bfd381bb430877601886a337c7cd8a6ac1ca2d40c47d0053da0ae774be80424e61bc54bb322e647d04e55063c6a721909844fb05e4b4f77c389d6414c46528d66471f77458c021ad6be1a5844d7a04f,0,0,6.722745568151884,0.42948717948717946
4,10,306,69,6,34032,18164,31,77,119.48051948051948,65.23755001682446,b32140cd5038cf8fb0ace818c7a5627a40094c24fe32d504c3b4e4694c48d773781e6899da4d18ba930830da545268a65da47ca196ecd547ad5e9d99850fc18079636f496770471f5097227319,0,0,6.007046280954643,0.45454545454545453
6,15,1377,77,6,45749,33456,31,64,127.046875,71.08674931191027,ec851124d8b8e55ece34fd9c29b70fe866bfb082192f378633f4c6a178317dc8ce7b431650d50e988c8a942ca1203f49443ef1ff746bd73244825277b6e5866a,0,0,5.8125,0.421875
6,5,583,82,1,34040,29015,16,216,126.79166666666667,73.72080793879125,c610df66269b8122920f89e5fd448ed32d904e4e4eda6bc20321a9059753bac81b184739a5898043af29cc6dee2f8118a9fc4e8238ce97860ec02053600baebb2e46ab3d4c2781cb9ef023910a0407756cdfd163f24082a1a62698eb69e4aa37c6f6fe86718e60f2c78c6f6a34696d78f0fbdbccbeecb9319bd5d9d89d77011681bf682be432db32d9778232ff9729d99410ad89c6c44da7bbcb4994e1a94cc27efe18996b1bfc17a4c00d165f3fe0dd1e77aa48670809d225429c95b40cf1ff21945a9d60b98c39889f28fa15ab927855d8a111101a3062,0,0,7.0833196779692,0.33796296296296297
4,6,119,74,6,40220,45423,8,80,131.85,69.24848373791299,f2498231a3ec6d2469b606efb2ab501e7ba0b9eeabb72833bb8461dd58a02440835e9046ef839b2e1b9ba434c72389b55091b76161dce0c7b2ee38509434c3d2f800ddbd91dd0ba3475160e27122a525,0,0,5.818619813556234,0.375
6,5,1222,84,6,54560,1613,55,46,131.54347826086956,81.75273071406268,15c1597aedb728d2b9876576e213e9eee1ec5b165816a9858365e826e815d730040a079184d52a94e3c344e624f0,0,0,5.349648912578752,0.2826086956521739
4,9,693,85,6,60905,27307,11,247,130.4655870445344,77.69913576314468,5e04e903377206022848c033c10df8fcde0478e4a56180e09fddc6d709725ae5e065d54c0480bbada811f1e92eaf5df7fc9b7e68e6ee35f78b4697db3f24ddb74c2b39f78a2e60e057ef76c3a59381d66905c456ac890fd90f0f2fe984c083a4aad921d4323d1f1098fcaa5237eff3679df81274c6c18ccdd87bb358be945cb9f4275140e2d46f62e9b3cfb039986341a6edf9261966b41a1febaa8c7d1a5080056786f5c8cd516f830fae5aef48b8386dfc54569940cc3ea512cbfe1419931091ef372f3d8a5f1fc88be5134cd8952c4e28e115bc0b8ed8d318bb5775f8a15971d1458634a0e2f9f606ef31813f3c0916c523a93600e2,0,0,7.23311099474096,0.3319838056680162
4,5,1258,1,6,12481,5199,52,38,112.3157894736842,69.24141796077573,8e70debf64fc0008d81cdee7026841b8647d2211678a06704467bc9e994e4483478fab274176,0,0,4.932138039759375,0.4473684210526316
4,10,916,101,1,37246,52579,21,166,128.1987951807229,72.38653105424022,a1e2620343c436f743a81d8052f6fa1e7534554b7f16b613eba720fa4bd560b9ed6e69d06727fec0db9a93aa13074fd47da0746fdefcf58a6cfe91d18d8c29017418cc50ef63543c8fc9cd44a08d3960d756fdea0d79245cf0bc85e7e518cec6c4936fb343ce928d9511e7363e6f039e09e9217a32d5839528fa3c9e648243077475ea86112b674e785c73562bcb0a207cf28fb04e7b6cf40293593ea6b33ca2589c589b64c1,0,0,6.793537473437403,0.4036144578313253
4,11,1194,76,1,26971,53106,24,241,129.35684647302904,71.27060555805096,85abbcb48f44f674cae58130a53e18595ea329f8e68517b17f7db3dff467b06bf076fcef3b9b57865960382f6a04e46f2393c1a14359c3335634f8fd778f852b9aecbdc263deb389348af2b09e4148cb0705367f123d23e7c37ea8745ddd525281107474c7e789334698b013eea4a153cf1857e9c53b10c1834bab74a0e424754b8b0fcee3718ad6d842e00454c15251fb41c64623c0956a9828f6896dc2f80e9a405bd3149ec9df242174d0cbc3a3f14eae4f94a5f88b96534d044ea0595d4f12d3c8159f7bc0ee06fd92b5c29b321ed59f0fd91c436c624b82b2d8fe7b75590047915c5829493a0e3e937327ffb1db04,0,0,7.141464427523593,0.38589211618257263
6,15,323,21,17,21520,28409,29,11,138.27272727272728,68.3920395541774,4e75c66570fbccdc60850b,0,0,3.4594316186372978,0.45454545454545453
6,10,706,28,17,9252,49386,36,97,117.4639175257732,67.5074737146444,af5554216941823d6c9b7ab9c1cc636d642e6578652d4401de8e13b608b4a789a861812136f4cdbd5b95ab45a1bd5b02947c4bb7cae008dc5394c812bbbb6004fad50766985d8f4de8b4c15c27cddc8a2c22348690952a3f14f627391448456b41,0,1,6.270015934970633,0.44329896907216493
6,7,1335,16,6,32741,49447,56,40,118.8,73.83908179277421,6ef87ff4971a024052a219b33800d1f35af65e7a636d642e6578657fc36e52bfe32b5de80a01cb52,0,1,5.053055907333277,0.475
4,14,1254,15,6,31443,38459,29,114,132.74561403508773,74.26692156443573,35bba2cef5f13c9dc5fe00ff0625940c58a557448cb87549e043d0856e01049596766ea8ae248e8fffaea8720f783bb2a400d777c7e3659c78d06f11819fecdee96bbdd9d92f57f51d317c23d2d7c442d7d446d847764f4e9cfd67e19a710f628857e12f2d25c929f8f36e8822d4101b78b5,0,0,6.402893961457251,0.37719298245614036
6,11,522,82,6,39967,41899,1,202,130.71782178217822,73.31388221850236,612461cc49d44c3faf9d6ee370345eff563dc3fb95792feb11f596facf80a1d832cd6ea355d09286055162cfcc7bed87fcc18b8ef07ee0a97413f6ec04ae4fb637329f337236323fcc5d59335235ac84f73dce256f30e51ae4b009330e9f13ff4229949e99a41a53c670187ec602a30b32f106be25b85be057f29db83aecc897b5f0880bac4c2e5c09e792e98f02b262fc9cd282b6ec93d9b73d3e37c26794895d80eba0253a2801196fcd5b5d678de676b68281f8baffce0c0ff48ea97149970381394e99b42ba4c4a1,0,0,7.014453561874033,0.3564356435643564
6,11,1337,109,17,55194,12525,36,116,126.75862068965517,75.79289165669636,09957a5530a7655eeaa76c732de11499ff88173c0f82d809665bf8178a2b31c771ff0e4b120a1bc8b388d6c784ea8f60575a036c36c6841de3139f9a3d95a33b39689dce3561aad07c0c3f79b81dda5ac1062a0bc9e5f26b5382f5fed59cff7a229e76ddbbc887f8efd63882b5064c3f56f5d8c1,0,0,6.431172589917857,0.3448275862068966
6,9,564,92,6,38489,38481,27,99,132.41414141414143,73.31322177403672,e57d72f024c3bff4f1c36adbed417b4674bcc80265b330af8feb1bf2bc92e07363b662a8f05e09636d642e6578659aa6822ace11e197468ee8ad842c5b27c4b56909ce3b5c0906b291c806ce0b7143b10362a0b6e4223eedb7c8a2f46277cc305109fc,0,1,6.154411670497248,0.3838383838383838
6,5,1326,83,6,64710,32270,52,11,164.45454545454547,59.65105140636079,a9c1cc57dbf98c3b56c9ca,0,0,3.4594316186372978,0.2727272727272727
6,11,772,87,1,34709,35877,21,60,131.6,79.713696021031,37850582fad5036919f662fa1b23cecbfcf2ab59cd69baab43c37d59bd421184d07516a873f0f72caa0800423abfd8650303b07495f2f87460dd9c72,0,0,5.594309137239128,0.3333333333333333
6,7,1242,103,17,30201,24700,34,198,124.52525252525253,76.3139903286791,fdce576c785f6f1ab7930814bf8eff38a5ff97fe64d93182b20f8f3abe453b107ed342e5c6fabc80972ff4d8a5f5e57b9966b0c3f3201d61a1321bb5c7ec3b51447f0c122e22578fce2940f49c09dfcb1907ebb4f3adebcf4583b0ae8b9feb7b0a932ae2726ee716f9c77506260625513d4632c94e5c55b07f994f3b9ae23bd2d82ce181c3b7f9128c8d1ea798c87c5b3df51d55f4eedb754e3f1f223e3aee153e7c345029ec9a05ee4e00e55bb0327eac8b56411aec278c3cba195928cc960d5c2d587e02a3,0,0,6.972593488679066,0.3787878787878788
6,15,247,125,17,7578,51569,28,19,107.78947368421052,78.87603795121106,6e2846e87a35151cd95bc7d0086a23026afd93,0,0,4.142664355548848,0.47368421052631576
4,5,438,94,6,42718,54399,23,103,127.39805825242719,75.7743635472242,b81ce976742b4270fc893c2bbb08161abb3f843024b0dd9e8e544bf5d35cb0f57a0e041b3bd9f5bad1096e597734a081b672f55b4621c4e3f14d92fd45870ecaac3024ec0d43c465489f19a70b6feedea7f9bbe81afa549db766c67457895a2b3ce77d6ac2d725,0,0,6.302910478597521,0.39805825242718446
4,13,543,120,1,61987,6312,16,75,138.34666666666666,79.50639275485267,982b909090e31215f9d5a94d619d608b84896efeafde6960090d8a0013eec738b0dea54af613ee04abe446bffe60bc1ff697fc574c16ea7980f4aae5600ebcea35ddc30be380cd79f55f11,1,0,5.7920868571337,0.24
4,13,471,43,6,43922,33310,17,146,123.26027397260275,72.7954588748615,b31d1d9e36e1769f9443d0b111780e2f971f057447c68eeb6800a7e0b9d1caf0191f1d0849084f4564408572443bce769faf150c8685dea6514ca72eafa3f46684983cfffb0147c8d7eb62c2700ca763bbd5d0adf685239e47c56c3550abacc9f078ba85064c90909019573bbe914840412e075f206247757eaf01ab0ef4dc22e05cff8f5c94f5e2ccf2713385b1251cb06e,1,0,6.582775308995835,0.3561643835616438
6,12,507,9,17,2734,40428,56,235,120.62127659574467,74.10203700123233,2dbe508060e79ba60f82b292fd0fa610837141195702b91f837a09aac72bc6df195a0af89bd5a7299487afceb38caa0c3fe3a614e0981d9490c596ad33313291223096051e3cf937edf97c55437a0523b4a315cbd321655ce800a3e0533004a96ebd2e799f25e73681bfcfa3f9d9efab53c86fd45ed37a524b63106f27b477ac55009ac4a8f50cd90a9199ce0e6136028b6618ba2c6eb1f0b5751411c5803a4b2d61f01ab9d4e73c96cd3a279f10ccb17bbe26405676b9b898c0c371665288e4a00892c9940564e51a700fe9830b07b123e15f47164ccfce3a05f58608b40fa6267e3e50c02cc8ab17c879,0,0,7.108140669840369,0.33191489361702126
4,15,468,116,6,13756,2281,0,244,129.80327868852459,70.40452660375881,e575efa0227d564052856ec1c68fd1d886d005c82258bcf6c2be3775646387772e31939e529fdca6b5e2d7709eddbee22b0abf399e30536c8d974b34c2852c9a3df1409805df11c196e97d16c664b9825b405616b352e985aba91aa5e9644f72b155ee3c6fde70e9e4b15f31ad4e2d51dc3970e00dbf775ff0e9a1068e504d047637d6c869c4d266b4582060bc7bd2f045bbea0ebad70c1a263adcd2d26bf8eb6fb60140cdf890995e037fbc7ec06dba8ecd61df5d615465f4231f8e7c05cc34c4f8f7998e4909ed6072de502857511e75643fe2bb2dc7b6a332452e36ebb22490b74dd03e583f54e9329a8ae2136a1f7f5d541b,0,0,7.103632675562372,0.4180327868852459
6,11,396,19,6,33646,20557,39,197,123.20304568527919,72.2613656482016,6d047534981708620dce7f33579201bb88cd8f8f3faa101134d597ca8251d3220e1fd49ba1ad9a15e81e55a61d367c5f0679c3da5dc0571a47487024a865d5aec8b1dbe97123219276baad9362db96c4c0e3651f3cd5c176f0ba113c08fd7c6bb5980d7d76b3b9c94ea42d0aab8d0d5697000900c4b1d351e0c4d6ddb81633e9a62907ff4583865c0a32445ba33da859da55949e7339e5769e7e4e55ac230fdde4d703d005c4b2ab40a27e9a168a55ab1ae5ae917ad16085a4049adf3ddbbfed06f76c686a,0,0,6.983602898081669,0.3299492385786802
4,7,592,73,17,13772,29403,15,135,125.84444444444445,79.03799992471194,371c3b2df7cfff070b3987f29b4167040ed5bf5847add70b3815d309dac47eacf931c4cc087b3598a8c09a174d4b1491f844495e34cd8686616540128de3ba40b02a2e2fd6ce372f3d730f21c0f3d1feb43ebdf2bcc2f51562f7d5d32cb4adf935532ec1c7ff8b48d5fee96b69d14eaa650573c61f4029fdac8483ad08b5216a29d30d7b6dc101,0,0,6.580374485875617,0.37037037037037035
6,15,643,108,17,26589,22823,23,130,137.77692307692308,73.70567929110561,bfe9b370f88454ae67a8daca30a1bd16e6d1c4d2bec21875d74a0ced6f7bfdd74db3af9c1dcddd70ab0abd849a93638537f0229eaf03316f7ce47452086e5bccddc581a409c89b064a4cac11d116863e5335d8fab198ea7cb9191f09ef3cbf4daec94a00fc5d3b0afbfaf59c6ba3654b72d6ca597df0edcb1d50986fb7cf45fa4d72,0,0,6.552986659115732,0.3230769230769231
6,10,1196,73,1,14670,13281,63,58,125.93103448275862,73.98761827191449,ae3aa91f2c143769068bebbe5fa6daed66fbdb636d642e657865aabec4566ef306e19e6061742dd5f922019552fbd49d06b27238428e1fe226ab,0,1,5.638069141641993,0.43103448275862066
4,9,253,19,6,42543,10941,10,23,111.34782608695652,61.49062049058848,ec2e5ac57e75112bcecc7ec534490d8e636d642e657865,0,1,4.1757358691004915,0.6521739130434783
4,14,1375,72,6,56773,39029,54,206,123.62135922330097,75.83574694467885,d7574f63fdd46865198e187452b121419475598d2e60ba9e60b0f0bfac326fbd3525bffcbdbd09fe821bde5e00d859a37ffea3108b1716a291f3666b080f730c44162499db24f4ac028651b9a418fafbf6f5438c07947cb96731b0c8cff2e3fad131604667959d410cf0b7dc50077a9acc0113163cc3cd4fc325ae5ba5a85c58ebe7c6107f572e61a8ca1a3e31154659edc2ef206d150e55493c64f610ee8bb187672dbb7279f0b4923620cce0a376e57d2d404bae1ff719235dc98719321f7f8e1560ae936c2edee4281cf767e2,0,0,7.030876012494083,0.36893203883495146
6,14,1009,3,6,27507,16820,53,230,124.25652173913043,75.24487170788774,599a129d5424e0a4596038a5d916950705f3bd24a11fa62351bfe78b6f9ad99b5eff41e7fd087e7c262ac506047a44346c48d5b71197be2a321995d0cbc5ddc580d430002b69f5f6bf600f493c5007c07b38f8dea86191fb37023c5ab5993046931eb88948f9daba2975cfffa3d7534bee471c0a579cea0b516e616000af6bfc7de8ad4ba08be77dc1fe996e812c0d651f504330aeb8afb74d3933dbfeb409ca609967e68b86e1f586db2d1796b0232a303d21b73ccf450c026a24cca44c17b1b6cf2477d69f96cc173fa29e4ed8a2f0aabb3e83cc80571f1194c44122a1e504ccc90df4923d,0,0,7.19527755085031,0.3652173913043478
6,15,1468,55,17,29510,43306,44,191,118.95287958115183,72.18600812619384,7d91eb7b1d1775007f87b2ae6cb53a7c09e06604929c894bac1c0ae57d44bae6fb6d7148c2f780d8cd67ce59d0c46252b800033a4d576e3963c1f83c884d3578262c9f01f8cb76b1f209a34f62d7d62d242347893ebe4e6e5bdf60177685b33706b48273bf0e87ad29c2f06f9d73d4096acb1a5ae07a83ef598b000b12d3a625291a27f5534c8ab854bd3787e6c0f1cfa4381dc360079dcf1ea39c70335c0de3cea358b20b3be52bb1b14e6ca0664570e80f3cbe0e3f640f93d9091cc33f69,0,0,7.02758825207421,0.39790575916230364
4,8,1049,34,6,40366,47229,4,48,124.1875,76.64709612079247,2ff4a001da2d3387202d84b8e5165b3276fc8c8342d116d2c93d06df167e0cc67306f619a1909090d4e9a1c0b46f6a62,1,0,5.261842188131012,0.3125
6,9,1302,60,17,5144,17365,58,149,129.89261744966444,70.9209921441177,15859a370b388e765506ee37408f49e6693b2e90f52110fcd4c7a9e9940b8d0c9a2c4c7d8e021465db3686033a888635ff1fd9e3be3d795de432478dd5f768b6c17d3f1d6f928796da2af979fe65dbbe869f85ada9637ae0cdc0b8cb25471ca1b583f689d057559774bcd0877dfb7396767476728194d43c72328298a5f125dc2d6b3a2f5b620edce6ba1a98e1ada9f2350044f089,0,0,6.715681607652405,0.3691275167785235
6,15,637,75,1,52887,52737,42,71,131.16901408450704,78.06281073696188,6f473cb6238c87daa98258df0a8f1869e50709b8f69cd19ed51aac2fcfdaa95edf05e41e01e7ae7638bdf98330f81b55ed2bd8b3e8cc0f81dfa16e054e86a15a1f9270f4d11a61,0,0,5.9137627884882935,0.2535211267605634
4,8,447,20,6,14172,38,3,83,132.6024096385542,76.52780261125295,6d88fc3aabca743d53bed9cf8d4eb1c0dbe9a0b9fc9124c81abd191587fa9cbd107370b9ff45b7262945f3bb7ce575f4c65dff7e6b3f79d95d535b2ac91709b80af408c85e18746ce23014e74301849a2cee61,0,0,6.109979190383069,0.37349397590361444
6,9,462,3,17,61502,62874,36,230,125.47826086956522,77.03678938477742,35fb4bf5045cd76bb9636d642e657865ff7fd63314b9f0ff81d2ddc73bb1421480d211b85dd80b57d1bad1dce0c0d20c86ec53b2a22e8e2a81df28d4ddbb0e5ed8d013b8ca7936010b1d7481477fd70d722709a2d4d26cd6c24e89023eaff120cb91687cc0d401dd1d9f6fa8dea92d2bd2104e3c2f15e96e44d6cf6c14a57bd13601f0ae6f1b621c0c46be493845d32535374ced5c10ff70f10436ad4aeabbf0e91be5b51346371be71093f632eec72c8640feebc1a37e14ac4435598701049db9685e74db9dfaa434453bc0cedc68ac8c6586459d91ec1a6d04d82a1d8a8d9531d312807055,0,1,7.007631831302174,0.3521739130434783
4,7,360,9,6,276,15646,59,47,135.4468085106383,71.0944258253164,398c9f365d2499506ca58d957ae0f7180bb8a5ecac30c6cb314521f1b6c11ad89cdc8e62ff6b93713fd8efdb44751c,0,0,5.469482468698916,0.3617021276595745
4,12,450,92,17,12526,60359,50,100,125.66,72.86415030726702,1ee256dc25e5dccf754ec38c25e51dffc8b20903941e43f1fcd3246d2fe586408646a40140f7a5e08f3c724e857605f7a478d6b044ee4eb89c4570abc3bc2c8e4f7e7375547181323b30c01d337cd24ba456f6895d5feb26594ddbcd61798c6911d50801,0,0,6.261209564709821,0.43
6,6,669,7,17,20896,39720,40,87,125.63218390804597,82.66135248156252,2b6cde356bfbbed0f7a8f67588cc18672ebd0bc34c0ce807e714094ce01fc0c8366ccb273d9f1489a6f0beb60af3d4ac911f030c57c0b1015e1503071e06b9c5024eb2751dd5d5a1919863e7bf3279d8a313d753d6e5f6,0,0,6.121104415388958,0.2413793103448276
6,6,896,122,17,54879,35468,19,216,137.86111111111111,74.99400696220275,761cb221cd919f2adee7866ba08a370afbe9021a86489ef777ec70795301cb7bdc31c6da3b764acaf7122745b6cb32b5a5d2b249bd738f94b77ac37ff6e15da8acaffd83d29bf3f102b4ec0b4149ede68bd3c3c5b883946c6e2be7ead53cf7d97499331c56290d59568b08063e89acfc0598a5cd631c140edf2df291b290692f5550a76df96900d387eeb1e2e8fc2b9a95361accc2ad0350e3361d6e25c20dffaf2e98c3445ed8201c13be91a5c5606b47e58c6fb967e27132dab5ee5a8ceb7cf7abd67e4a4aa5cd9cffe0e4f1ffaa2529c660a18d00c97b,0,0,7.141325812288556,0.3194444444444444
6,14,730,127,17,29280,44786,2,99,141.6060606060606,74.09151019152581,85878ee65560dd1bd73f75d51ecb11b6d5d94fcc61ba0fd5829251549aa48da07501cc5e98eaf711788da054e091feb9af63c1fe31fec24aaae7391542e73d85050362e4bf09cdb4f4c1f4ece7aa614f7b931e5ac13c702b9c2cba99e904fa7ca0f5db,0,0,6.14678654421277,0.2828282828282828
4,12,751,40,6,31779,24497,52,98,119.20408163265306,73.89249764238633,bb2f8478257ffcd24926778c3ecd98030649a125201dd43d90f956cd214edd7e1b6f197e20cec90a334374030f45fc380eb8b46c9561c3d32bc83fa0b88d17c065fe95a5ad087e03d8a64f6efefb3cc85f7ad30eea9ca64c5e3e3d6c1ca45371b5e7,0,0,6.211548874683302,0.41836734693877553
